Unnamed: 0	audios	text	without_lm	with_lm
1730	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0030.wav	there's the peasants too i wonder at them sometimes any good peasant tries to take all the land he can	there's the peasants too i wander af them sometimes any good peasant tries to take all the land he can	there's the peasants too i wonder at them sometimes any good peasant tries to take all the land he can
1731	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5442-41169-0031.wav	without a return too at a simple loss	without a return too ad a simple loss	without a return too ad a simple loss
1732	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0000.wav	when he came from the bath proclus visited him again	when he came from the bath prochlus visited him again	when he came from the bath proclus visited him again
1733	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0001.wav	but hermon was not in the mood to share a joyous revel and he frankly said so although immediately after his return he had accepted the invitation to the festival which the whole fellowship of artists would give the following day in honour of the seventieth birthday of the old sculptor euphranor	but harmon was not in the mood to share a joyous revel and he frankly said so although immediately after his return he had accepted the invitation to the festival which the whole fellowship of artists would give the following day in honor of the seventeenth birthday of the old sculptor ufrainer	but hermon was not in the mood to share a joyous revel and he frankly said so although immediately after his return he had accepted the invitation to the festival which the whole fellowship of artists would give the following day in honor of the seventieth birthday of the old sculptor euphranor
1734	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0002.wav	she would appear herself at dessert and the banquet must therefore begin at an unusually early hour	she would appear herself at dessert and the banquet must therefore begin at an unusually early hour	she would appear herself at dessert and the banquet must therefore begin at an unusually early hour
1735	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0003.wav	so the artist found himself obliged to relinquish his opposition	so the artist found himself obliged to relinquish his opposition	so the artist found himself obliged to relinquish his opposition
1736	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0004.wav	the banquet was to begin in a few hours yet he could not let the day pass without seeing daphne and telling her the words of the oracle	the banquet was to begin in a few hours yet he could not let the day pass without seeing dafney and telling her the words of the oracle	the banquet was to begin in a few hours yet he could not let the day pass without seeing daphne and telling her the words of the oracle
1737	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0005.wav	he longed with ardent yearning for the sound of her voice and still more to unburden his sorely troubled soul to her	he longed with ardent yearning for the sound of her voice and still more to unburden his sorely troubled soul to her	he longed with ardent yearning for the sound of her voice and still more to unburden his sorely troubled soul to her
1738	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0006.wav	since his return from the oracle the fear that the rescued demeter might yet be the work of myrtilus had again mastered him	since his return from the oracle the fear that the rescue gimeter might yet be the work of mertilus had again mastered him	since his return from the oracle the fear that the rescue demeter might yet be the work of myrtilus had again mastered him
1739	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0007.wav	the approval as well as the doubts which it aroused in others strengthened his opinion although even now he could not succeed in bringing it into harmony with the facts	the approval as well as the doubts which it arised in others strengthened his opinion although even now he could not succeed in bringing it into harmony with the facts	the approval as well as the doubts which it arise in others strengthened his opinion although even now he could not succeed in bringing it into harmony with the facts
1740	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0008.wav	then he went directly to the neighbouring palace the queen might have appeared already and it would not do to keep her waiting	then he went directly to the neighbouring palace the queen might have appeared already and it would not do to keep her waiting	then he went directly to the neighbouring palace the queen might have appeared already and it would not do to keep her waiting
1741	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0009.wav	hitherto the merchant had been induced it is true to advance large sums of money to the queen but the loyal devotion which he showed to her royal husband had rendered it impossible to give him even a hint of the conspiracy	hitherto the merchant had been induced it is true to advance large sums of money to the queen but the loyal devotion which he showed to her royal husband had rendered it impossible to give him even a hint of the conspiracy	hitherto the merchant had been induced it is true to advance large sums of money to the queen but the loyal devotion which he showed to her royal husband had rendered it impossible to give him even a hint of the conspiracy
1742	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0010.wav	when hermon entered the residence of the grammateus in the palace the guests had already assembled	when hermon entered the residence of the grammatius in the palace the guests had already assembled	when hermon entered the residence of the grammateus in the palace the guests had already assembled
1743	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0011.wav	the place by hermon's side which althea had chosen for herself would then be given up to arsinoe	the place by hermon's side which althia had chosen for herself would then be given up to arseno	the place by hermon's side which althea had chosen for herself would then be given up to arsinoe
1744	/home/ubuntu/speech_data/t-seed/LibriSpeech/other/5484-24317-0012.wav	true an interesting conversation still had power to charm him but often during its continuance the full consciousness of his misfortune forced itself upon his mind for the majority of the subjects discussed by the artists came to them through the medium of sight and referred to new creations of architecture sculpture and painting from whose enjoyment his blindness debarred him	true an interesting conversation still had power to charm him but often during its continuance the full consciousness of his misfortune forced itself upon his mind for the majority of the subjects discussed by the artists came to them through the medium of sight and referred to new creations of architecture sculpture and painting from whose enjoyment his blindness debared him	true an interesting conversation still had power to charm him but often during its continuance the full consciousness of his misfortune forced itself upon his mind for the majority of the subjects discussed by the artists came to them through the medium of sight and referred to new creations of architecture sculpture and painting from whose enjoyment his blindness debarred him
